"index","county","report","offense","action","year","value"
"3","Amador","Caseload","Felony",NA,2013,341
"3","Amador","Caseload","Misdemeanor",NA,2013,1034
"3","Amador","Actions","Total","Placed on Probation",2013,722
"3","Amador","Actions","Total","Removed from Probation",2013,712
"3","Amador","Actions","Total","Terminated",2013,497
"3","Amador","Actions","Total","Revoked",2013,128
"3","Amador","Actions","Total","Other",2013,87
"3","Amador","Actions","Felony","Placed on Probation",2013,320
"3","Amador","Actions","Felony","Removed from Probation",2013,297
"3","Amador","Actions","Felony","Terminated",2013,169
"3","Amador","Actions","Felony","Revoked",2013,128
"3","Amador","Actions","Felony","Other",2013,0
"3","Amador","Actions","Misdemeanor","Placed on Probation",2013,402
"3","Amador","Actions","Misdemeanor","Removed from Probation",2013,415
"3","Amador","Actions","Misdemeanor","Terminated",2013,328
"3","Amador","Actions","Misdemeanor","Revoked",2013,0
"3","Amador","Actions","Misdemeanor","Other",2013,87
"3","Amador","Caseload","Total",NA,2014,1302
"3","Amador","Caseload","Felony",NA,2014,311
"3","Amador","Caseload","Misdemeanor",NA,2014,991
"3","Amador","Actions","Total","Placed on Probation",2014,656
"3","Amador","Actions","Total","Removed from Probation",2014,729
"3","Amador","Actions","Total","Terminated",2014,428
"3","Amador","Actions","Total","Revoked",2014,189
"3","Amador","Actions","Total","Other",2014,112
"3","Amador","Actions","Felony","Placed on Probation",2014,301
"3","Amador","Actions","Felony","Removed from Probation",2014,331
"3","Amador","Actions","Felony","Terminated",2014,159
"3","Amador","Actions","Felony","Revoked",2014,163
"3","Amador","Actions","Felony","Other",2014,9
"3","Amador","Actions","Misdemeanor","Placed on Probation",2014,355
"3","Amador","Actions","Misdemeanor","Removed from Probation",2014,398
"3","Amador","Actions","Misdemeanor","Terminated",2014,269
"3","Amador","Actions","Misdemeanor","Revoked",2014,26
"3","Amador","Actions","Misdemeanor","Other",2014,103
"4","Butte","Caseload","Total",NA,2005,2021
"4","Butte","Caseload","Felony",NA,2005,1339
"4","Butte","Caseload","Misdemeanor",NA,2005,682
"4","Butte","Actions","Total","Placed on Probation",2005,1001
"4","Butte","Actions","Total","Removed from Probation",2005,839
"4","Butte","Actions","Total","Terminated",2005,243
"4","Butte","Actions","Total","Revoked",2005,582
"4","Butte","Actions","Total","Other",2005,14
"4","Butte","Actions","Felony","Placed on Probation",2005,744
"4","Butte","Actions","Felony","Removed from Probation",2005,623
"4","Butte","Actions","Felony","Terminated",2005,194
"4","Butte","Actions","Felony","Revoked",2005,417
"4","Butte","Actions","Felony","Other",2005,12
"4","Butte","Actions","Misdemeanor","Placed on Probation",2005,257
"4","Butte","Actions","Misdemeanor","Removed from Probation",2005,216
"4","Butte","Actions","Misdemeanor","Terminated",2005,49
"4","Butte","Actions","Misdemeanor","Revoked",2005,165
"4","Butte","Actions","Misdemeanor","Other",2005,2
"4","Butte","Caseload","Total",NA,2006,1910
"4","Butte","Caseload","Felony",NA,2006,1226
"4","Butte","Caseload","Misdemeanor",NA,2006,684
"4","Butte","Actions","Total","Placed on Probation",2006,896
"4","Butte","Actions","Total","Removed from Probation",2006,1006
"4","Butte","Actions","Total","Terminated",2006,297
"4","Butte","Actions","Total","Revoked",2006,698
"4","Butte","Actions","Total","Other",2006,11
"4","Butte","Actions","Felony","Placed on Probation",2006,685
"4","Butte","Actions","Felony","Removed from Probation",2006,798
"4","Butte","Actions","Felony","Terminated",2006,264
"4","Butte","Actions","Felony","Revoked",2006,526
"4","Butte","Actions","Felony","Other",2006,8
"4","Butte","Actions","Misdemeanor","Placed on Probation",2006,211
"4","Butte","Actions","Misdemeanor","Removed from Probation",2006,208
"4","Butte","Actions","Misdemeanor","Terminated",2006,33
"4","Butte","Actions","Misdemeanor","Revoked",2006,172
"4","Butte","Actions","Misdemeanor","Other",2006,3
"4","Butte","Caseload","Total",NA,2007,2398
"4","Butte","Caseload","Felony",NA,2007,1630
"4","Butte","Caseload","Misdemeanor",NA,2007,768
"4","Butte","Actions","Total","Placed on Probation",2007,1239
"4","Butte","Actions","Total","Removed from Probation",2007,1278
"4","Butte","Actions","Total","Terminated",2007,505
"4","Butte","Actions","Total","Revoked",2007,751
"4","Butte","Actions","Total","Other",2007,22
"4","Butte","Actions","Felony","Placed on Probation",2007,834
"4","Butte","Actions","Felony","Removed from Probation",2007,897
"4","Butte","Actions","Felony","Terminated",2007,331
"4","Butte","Actions","Felony","Revoked",2007,551
"4","Butte","Actions","Felony","Other",2007,15
"4","Butte","Actions","Misdemeanor","Placed on Probation",2007,405
"4","Butte","Actions","Misdemeanor","Removed from Probation",2007,381
"4","Butte","Actions","Misdemeanor","Terminated",2007,174
"4","Butte","Actions","Misdemeanor","Revoked",2007,200
"4","Butte","Actions","Misdemeanor","Other",2007,7
"4","Butte","Caseload","Total",NA,2008,1846
"4","Butte","Caseload","Felony",NA,2008,1442
"4","Butte","Caseload","Misdemeanor",NA,2008,404
"4","Butte","Actions","Total","Placed on Probation",2008,1298
"4","Butte","Actions","Total","Removed from Probation",2008,1309
"4","Butte","Actions","Total","Terminated",2008,706
"4","Butte","Actions","Total","Revoked",2008,540
"4","Butte","Actions","Total","Other",2008,63
"4","Butte","Actions","Felony","Placed on Probation",2008,950
"4","Butte","Actions","Felony","Removed from Probation",2008,864
"4","Butte","Actions","Felony","Terminated",2008,420
"4","Butte","Actions","Felony","Revoked",2008,400
"4","Butte","Actions","Felony","Other",2008,44
"4","Butte","Actions","Misdemeanor","Placed on Probation",2008,348
"4","Butte","Actions","Misdemeanor","Removed from Probation",2008,445
"4","Butte","Actions","Misdemeanor","Terminated",2008,286
"4","Butte","Actions","Misdemeanor","Revoked",2008,140
"4","Butte","Actions","Misdemeanor","Other",2008,19
"4","Butte","Caseload","Total",NA,2009,1763
"4","Butte","Caseload","Felony",NA,2009,1471
"4","Butte","Caseload","Misdemeanor",NA,2009,292
"4","Butte","Actions","Total","Placed on Probation",2009,1223
"4","Butte","Actions","Total","Removed from Probation",2009,1288
"4","Butte","Actions","Total","Terminated",2009,679
"4","Butte","Actions","Total","Revoked",2009,565
"4","Butte","Actions","Total","Other",2009,44
"4","Butte","Actions","Felony","Placed on Probation",2009,920
"4","Butte","Actions","Felony","Removed from Probation",2009,843
"4","Butte","Actions","Felony","Terminated",2009,374
"4","Butte","Actions","Felony","Revoked",2009,437
"4","Butte","Actions","Felony","Other",2009,32
"4","Butte","Actions","Misdemeanor","Placed on Probation",2009,303
"4","Butte","Actions","Misdemeanor","Removed from Probation",2009,445
"4","Butte","Actions","Misdemeanor","Terminated",2009,305
"4","Butte","Actions","Misdemeanor","Revoked",2009,128
"4","Butte","Actions","Misdemeanor","Other",2009,12
"4","Butte","Caseload","Total",NA,2010,1602
"4","Butte","Caseload","Felony",NA,2010,1369
"4","Butte","Caseload","Misdemeanor",NA,2010,233
"4","Butte","Actions","Total","Placed on Probation",2010,1274
"4","Butte","Actions","Total","Removed from Probation",2010,1638
"4","Butte","Actions","Total","Terminated",2010,695
"4","Butte","Actions","Total","Revoked",2010,851
"4","Butte","Actions","Total","Other",2010,92
"4","Butte","Actions","Felony","Placed on Probation",2010,1006
"4","Butte","Actions","Felony","Removed from Probation",2010,1219
"4","Butte","Actions","Felony","Terminated",2010,454
"4","Butte","Actions","Felony","Revoked",2010,681
"4","Butte","Actions","Felony","Other",2010,84
"4","Butte","Actions","Misdemeanor","Placed on Probation",2010,268
"4","Butte","Actions","Misdemeanor","Removed from Probation",2010,419
"4","Butte","Actions","Misdemeanor","Terminated",2010,241
"4","Butte","Actions","Misdemeanor","Revoked",2010,170
"4","Butte","Actions","Misdemeanor","Other",2010,8
"4","Butte","Caseload","Total",NA,2011,1542
"4","Butte","Caseload","Felony",NA,2011,1280
"4","Butte","Caseload","Misdemeanor",NA,2011,262
"4","Butte","Actions","Total","Placed on Probation",2011,1180
"4","Butte","Actions","Total","Removed from Probation",2011,1479
"4","Butte","Actions","Total","Terminated",2011,600
"4","Butte","Actions","Total","Revoked",2011,743
"4","Butte","Actions","Total","Other",2011,136
"4","Butte","Actions","Felony","Placed on Probation",2011,942
"4","Butte","Actions","Felony","Removed from Probation",2011,1215
"4","Butte","Actions","Felony","Terminated",2011,485
"4","Butte","Actions","Felony","Revoked",2011,604
"4","Butte","Actions","Felony","Other",2011,126
"4","Butte","Actions","Misdemeanor","Placed on Probation",2011,238
"4","Butte","Actions","Misdemeanor","Removed from Probation",2011,264
"4","Butte","Actions","Misdemeanor","Terminated",2011,115
"4","Butte","Actions","Misdemeanor","Revoked",2011,139
"4","Butte","Actions","Misdemeanor","Other",2011,10
"4","Butte","Caseload","Total",NA,2012,1418
"4","Butte","Caseload","Felony",NA,2012,1181
"4","Butte","Caseload","Misdemeanor",NA,2012,237
"4","Butte","Actions","Total","Placed on Probation",2012,1190
"4","Butte","Actions","Total","Removed from Probation",2012,1305
"4","Butte","Actions","Total","Terminated",2012,450
"4","Butte","Actions","Total","Revoked",2012,700
"4","Butte","Actions","Total","Other",2012,155
"4","Butte","Actions","Felony","Placed on Probation",2012,896
"4","Butte","Actions","Felony","Removed from Probation",2012,974
"4","Butte","Actions","Felony","Terminated",2012,312
"4","Butte","Actions","Felony","Revoked",2012,534
"4","Butte","Actions","Felony","Other",2012,128
"4","Butte","Actions","Misdemeanor","Placed on Probation",2012,294
"4","Butte","Actions","Misdemeanor","Removed from Probation",2012,331
"4","Butte","Actions","Misdemeanor","Terminated",2012,138
"4","Butte","Actions","Misdemeanor","Revoked",2012,166
"4","Butte","Actions","Misdemeanor","Other",2012,27
"4","Butte","Caseload","Total",NA,2013,1506
"4","Butte","Caseload","Felony",NA,2013,1255
"4","Butte","Caseload","Misdemeanor",NA,2013,251
"4","Butte","Actions","Total","Placed on Probation",2013,1287
"4","Butte","Actions","Total","Removed from Probation",2013,1365
"4","Butte","Actions","Total","Terminated",2013,469
"4","Butte","Actions","Total","Revoked",2013,789
"4","Butte","Actions","Total","Other",2013,107
"4","Butte","Actions","Felony","Placed on Probation",2013,1020
"4","Butte","Actions","Felony","Removed from Probation",2013,1058
"4","Butte","Actions","Felony","Terminated",2013,330
"4","Butte","Actions","Felony","Revoked",2013,641
"4","Butte","Actions","Felony","Other",2013,87
"4","Butte","Actions","Misdemeanor","Placed on Probation",2013,267
"4","Butte","Actions","Misdemeanor","Removed from Probation",2013,307
"4","Butte","Actions","Misdemeanor","Terminated",2013,139
"4","Butte","Actions","Misdemeanor","Revoked",2013,148
"4","Butte","Actions","Misdemeanor","Other",2013,20
"4","Butte","Caseload","Total",NA,2014,1385
"4","Butte","Caseload","Felony",NA,2014,1106
"4","Butte","Caseload","Misdemeanor",NA,2014,279
"4","Butte","Actions","Total","Placed on Probation",2014,1477
"4","Butte","Actions","Total","Removed from Probation",2014,1621
"4","Butte","Actions","Total","Terminated",2014,453
"4","Butte","Actions","Total","Revoked",2014,1017
"4","Butte","Actions","Total","Other",2014,151
"4","Butte","Actions","Felony","Placed on Probation",2014,1079
"4","Butte","Actions","Felony","Removed from Probation",2014,1244
"4","Butte","Actions","Felony","Terminated",2014,335
"4","Butte","Actions","Felony","Revoked",2014,776
"4","Butte","Actions","Felony","Other",2014,133
"4","Butte","Actions","Misdemeanor","Placed on Probation",2014,398
"4","Butte","Actions","Misdemeanor","Removed from Probation",2014,377
"4","Butte","Actions","Misdemeanor","Terminated",2014,118
"4","Butte","Actions","Misdemeanor","Revoked",2014,241
"4","Butte","Actions","Misdemeanor","Other",2014,18
"5","Calaveras","Caseload","Total",NA,2005,450
"5","Calaveras","Caseload","Felony",NA,2005,290
"5","Calaveras","Caseload","Misdemeanor",NA,2005,160
"5","Calaveras","Actions","Total","Placed on Probation",2005,510
"5","Calaveras","Actions","Total","Removed from Probation",2005,647
"5","Calaveras","Actions","Total","Terminated",2005,244
"5","Calaveras","Actions","Total","Revoked",2005,296
"5","Calaveras","Actions","Total","Other",2005,107
"5","Calaveras","Actions","Felony","Placed on Probation",2005,262
"5","Calaveras","Actions","Felony","Removed from Probation",2005,373
"5","Calaveras","Actions","Felony","Terminated",2005,129
"5","Calaveras","Actions","Felony","Revoked",2005,159
"5","Calaveras","Actions","Felony","Other",2005,85
"5","Calaveras","Actions","Misdemeanor","Placed on Probation",2005,248
"5","Calaveras","Actions","Misdemeanor","Removed from Probation",2005,274
"5","Calaveras","Actions","Misdemeanor","Terminated",2005,115
"5","Calaveras","Actions","Misdemeanor","Revoked",2005,137
"5","Calaveras","Actions","Misdemeanor","Other",2005,22
"5","Calaveras","Caseload","Total",NA,2006,447
"5","Calaveras","Caseload","Felony",NA,2006,292
"5","Calaveras","Caseload","Misdemeanor",NA,2006,155
"5","Calaveras","Actions","Total","Placed on Probation",2006,289
"5","Calaveras","Actions","Total","Removed from Probation",2006,289
"5","Calaveras","Actions","Total","Terminated",2006,129
"5","Calaveras","Actions","Total","Revoked",2006,115
"5","Calaveras","Actions","Total","Other",2006,45
"5","Calaveras","Actions","Felony","Placed on Probation",2006,166
"5","Calaveras","Actions","Felony","Removed from Probation",2006,160
"5","Calaveras","Actions","Felony","Terminated",2006,69
"5","Calaveras","Actions","Felony","Revoked",2006,61
"5","Calaveras","Actions","Felony","Other",2006,30
"5","Calaveras","Actions","Misdemeanor","Placed on Probation",2006,123
"5","Calaveras","Actions","Misdemeanor","Removed from Probation",2006,129
"5","Calaveras","Actions","Misdemeanor","Terminated",2006,60
"5","Calaveras","Actions","Misdemeanor","Revoked",2006,54
"5","Calaveras","Actions","Misdemeanor","Other",2006,15
"5","Calaveras","Caseload","Total",NA,2007,435
"5","Calaveras","Caseload","Felony",NA,2007,273
"5","Calaveras","Caseload","Misdemeanor",NA,2007,162
"5","Calaveras","Actions","Total","Placed on Probation",2007,285
"5","Calaveras","Actions","Total","Removed from Probation",2007,278
"5","Calaveras","Actions","Total","Terminated",2007,158
"5","Calaveras","Actions","Total","Revoked",2007,91
"5","Calaveras","Actions","Total","Other",2007,29
"5","Calaveras","Actions","Felony","Placed on Probation",2007,159
"5","Calaveras","Actions","Felony","Removed from Probation",2007,169
"5","Calaveras","Actions","Felony","Terminated",2007,101
"5","Calaveras","Actions","Felony","Revoked",2007,41
"5","Calaveras","Actions","Felony","Other",2007,27
"5","Calaveras","Actions","Misdemeanor","Placed on Probation",2007,126
"5","Calaveras","Actions","Misdemeanor","Removed from Probation",2007,109
"5","Calaveras","Actions","Misdemeanor","Terminated",2007,57
"5","Calaveras","Actions","Misdemeanor","Revoked",2007,50
"5","Calaveras","Actions","Misdemeanor","Other",2007,2
"5","Calaveras","Caseload","Total",NA,2008,439
"5","Calaveras","Caseload","Felony",NA,2008,267
"5","Calaveras","Caseload","Misdemeanor",NA,2008,172
"5","Calaveras","Actions","Total","Placed on Probation",2008,308
"5","Calaveras","Actions","Total","Removed from Probation",2008,304
"5","Calaveras","Actions","Total","Terminated",2008,140
"5","Calaveras","Actions","Total","Revoked",2008,108
"5","Calaveras","Actions","Total","Other",2008,56
"5","Calaveras","Actions","Felony","Placed on Probation",2008,182
"5","Calaveras","Actions","Felony","Removed from Probation",2008,188
"5","Calaveras","Actions","Felony","Terminated",2008,84
"5","Calaveras","Actions","Felony","Revoked",2008,67
"5","Calaveras","Actions","Felony","Other",2008,37
"5","Calaveras","Actions","Misdemeanor","Placed on Probation",2008,126
"5","Calaveras","Actions","Misdemeanor","Removed from Probation",2008,116
"5","Calaveras","Actions","Misdemeanor","Terminated",2008,56
"5","Calaveras","Actions","Misdemeanor","Revoked",2008,41
"5","Calaveras","Actions","Misdemeanor","Other",2008,19
"5","Calaveras","Caseload","Total",NA,2009,461
"5","Calaveras","Caseload","Felony",NA,2009,311
"5","Calaveras","Caseload","Misdemeanor",NA,2009,150
"5","Calaveras","Actions","Total","Placed on Probation",2009,295
"5","Calaveras","Actions","Total","Removed from Probation",2009,273
"5","Calaveras","Actions","Total","Terminated",2009,141
"5","Calaveras","Actions","Total","Revoked",2009,99
"5","Calaveras","Actions","Total","Other",2009,33
"5","Calaveras","Actions","Felony","Placed on Probation",2009,213
"5","Calaveras","Actions","Felony","Removed from Probation",2009,169
